Testcase,Verify result,time,Total number of task,Largest number of task
0,Verified_Result.Safe,0.9412434101104736,1,1
1,Verified_Result.Safe,0.8013694286346436,1,1
2,Verified_Result.Safe,0.9151172637939453,1,1
3,Verified_Result.Safe,0.744743824005127,1,1
4,Verified_Result.Safe,0.7991375923156738,1,1
5,Verified_Result.Safe,0.7618474960327148,1,1
6,Verified_Result.Safe,0.888188362121582,1,1
7,Verified_Result.Safe,1002.6078555583954,3455,134
9,Verified_Result.Safe,0.8054437637329102,1,1
10,Verified_Result.Safe,0.7294127941131592,1,1
11,Verified_Result.Safe,0.7541282176971436,1,1
12,Verified_Result.Safe,0.8146936893463135,1,1
13,Verified_Result.Safe,0.7916758060455322,1,1
14,Verified_Result.Safe,0.7890539169311523,1,1
15,Verified_Result.Safe,0.7560303211212158,1,1
16,Verified_Result.Safe,0.7563588619232178,1,1
17,Verified_Result.Safe,0.7564902305603027,1,1
19,Verified_Result.Safe,0.747283935546875,1,1
20,Verified_Result.UnSafe,0.16873836517333984,0,0
21,Verified_Result.Safe,0.952003002166748,1,1
22,Verified_Result.Safe,0.8364067077636719,1,1
23,Verified_Result.Safe,0.8784093856811523,1,1
24,Verified_Result.Safe,0.8686947822570801,1,1
25,Verified_Result.Safe,0.8207564353942871,1,1
26,Verified_Result.Safe,1.0785934925079346,1,1
27,Verified_Result.Safe,0.8864505290985107,1,1
28,Verified_Result.Safe,1.287320852279663,1,1
29,Verified_Result.Safe,2.9853436946868896,1,1
30,Verified_Result.Safe,0.8682763576507568,1,1
31,Verified_Result.Safe,0.8624680042266846,1,1
32,Verified_Result.Safe,0.917325496673584,1,1
33,Verified_Result.Safe,0.847395658493042,1,1
34,Verified_Result.Safe,0.9143180847167969,1,1
35,Verified_Result.Safe,0.7784204483032227,1,1
36,Verified_Result.Safe,0.7605888843536377,1,1
37,Verified_Result.Safe,0.7936050891876221,1,1
38,Verified_Result.Unknow,42.31095314025879,159,32
39,Verified_Result.Safe,0.7522563934326172,1,1
40,Verified_Result.Safe,0.7488303184509277,1,1
41,Verified_Result.Safe,0.768683910369873,1,1
42,Verified_Result.Safe,0.7850501537322998,1,1
43,Verified_Result.Unknow,86.74022102355957,331,62
44,Verified_Result.Safe,0.8117482662200928,1,1
45,Verified_Result.Safe,0.7866966724395752,1,1
46,Verified_Result.Safe,0.7690832614898682,1,1
47,Verified_Result.Safe,0.7173848152160645,1,1
48,Verified_Result.Safe,0.7569077014923096,1,1
49,Verified_Result.Safe,0.6999180316925049,1,1
50,Verified_Result.Safe,0.7494006156921387,1,1
51,Verified_Result.Safe,0.7591197490692139,1,1
52,Verified_Result.Safe,0.7952425479888916,1,1
53,Verified_Result.Safe,0.7684774398803711,1,1
54,Verified_Result.Safe,0.757835865020752,1,1
55,Verified_Result.Safe,0.7610318660736084,1,1
56,Verified_Result.Safe,0.7414562702178955,1,1
57,Verified_Result.Safe,0.7534773349761963,1,1
58,Verified_Result.Safe,0.8056821823120117,1,1
59,Verified_Result.Safe,0.7344710826873779,1,1
60,Verified_Result.Safe,0.7498538494110107,1,1
61,Verified_Result.Unknow,69.44944667816162,259,63
62,Verified_Result.Unknow,398.84335350990295,1393,278
63,Verified_Result.Safe,0.8532512187957764,1,1
64,Verified_Result.Safe,0.798121452331543,1,1
65,Verified_Result.Unknow,75.76560258865356,327,109
66,Verified_Result.UnSafe,0.11984539031982422,0,0
67,Verified_Result.Safe,0.7662971019744873,1,1
68,Verified_Result.Safe,0.7682015895843506,1,1
69,Verified_Result.Safe,0.7498469352722168,1,1
70,Verified_Result.Safe,0.7494349479675293,1,1
71,Verified_Result.Safe,0.7965481281280518,1,1
72,Verified_Result.Safe,0.8758554458618164,1,1
73,Verified_Result.Safe,0.830500602722168,1,1
74,Verified_Result.Safe,0.9193098545074463,1,1
75,Verified_Result.Safe,0.8013405799865723,1,1
76,Verified_Result.Safe,0.8715376853942871,1,1
77,Verified_Result.Safe,0.8637263774871826,1,1
78,Verified_Result.UnSafe,0.1438765525817871,0,0
79,Verified_Result.Safe,0.8016819953918457,1,1
80,Verified_Result.Safe,0.7408771514892578,1,1
81,Verified_Result.Safe,0.7520549297332764,1,1
82,Verified_Result.Safe,0.7083945274353027,1,1
83,Verified_Result.Safe,0.7751984596252441,1,1
84,Verified_Result.Safe,0.7466380596160889,1,1
85,Verified_Result.Safe,0.7814674377441406,1,1
86,Verified_Result.Safe,0.8799030780792236,1,1
87,Verified_Result.Safe,0.8411495685577393,1,1
88,Verified_Result.Safe,0.7329885959625244,1,1
89,Verified_Result.Safe,0.8808655738830566,1,1
90,Verified_Result.Safe,1.020742416381836,1,1
91,Verified_Result.Safe,1.0404081344604492,1,1
92,Verified_Result.UnSafe,0.15848302841186523,0,0
93,Verified_Result.Safe,1.2154788970947266,1,1
94,Verified_Result.Safe,1.077627420425415,1,1
95,Verified_Result.Safe,1.024559497833252,1,1
96,Verified_Result.UnSafe,0.15694880485534668,0,0
97,Verified_Result.Safe,1.1265950202941895,1,1
98,Verified_Result.Unknow,11.229926824569702,53,23
99,Verified_Result.Safe,0.7547008991241455,1,1
